sample_uid,scene_id,height_category,gt_vehicle_voxels,gt_vehicle_instances
scene_09_40_001129,scene_09,40,3854,14
scene_09_40_001130,scene_09,40,3500,13
scene_09_40_001131,scene_09,40,3033,15
scene_09_40_001132,scene_09,40,2902,18
scene_09_40_001133,scene_09,40,2767,15
scene_09_40_001134,scene_09,40,2520,16
scene_09_40_001135,scene_09,40,2456,13
scene_09_40_001136,scene_09,40,2930,15
scene_09_40_001137,scene_09,40,3162,13
scene_09_40_001138,scene_09,40,3147,13
scene_09_40_001139,scene_09,40,3138,8
scene_09_40_001140,scene_09,40,2777,14
scene_09_40_001141,scene_09,40,2211,8
scene_09_40_001142,scene_09,40,1659,10
scene_09_40_001143,scene_09,40,1489,11
scene_09_40_001144,scene_09,40,1895,8
scene_09_40_001145,scene_09,40,2597,11
scene_09_40_001146,scene_09,40,3093,14
scene_09_40_001147,scene_09,40,3167,13
scene_09_40_001148,scene_09,40,3108,14
scene_09_40_001149,scene_09,40,3205,14
scene_09_40_001150,scene_09,40,2762,13
scene_09_40_001151,scene_09,40,2390,13
scene_09_40_001152,scene_09,40,2772,11
scene_09_40_001153,scene_09,40,2733,12
scene_09_40_001154,scene_09,40,2871,12
scene_09_40_001155,scene_09,40,3244,11
scene_09_40_001156,scene_09,40,3786,16
scene_09_40_001157,scene_09,40,3891,16
scene_09_40_001158,scene_09,40,3813,15
scene_09_40_001159,scene_09,40,3583,17
scene_09_40_001160,scene_09,40,2598,10
scene_09_40_001161,scene_09,40,2049,8
scene_09_40_001162,scene_09,40,1763,11
scene_09_40_001163,scene_09,40,2106,10
scene_09_40_001164,scene_09,40,2587,17
scene_09_40_001165,scene_09,40,3616,18
scene_09_40_001166,scene_09,40,3962,18
scene_09_40_001167,scene_09,40,4106,20
scene_09_40_001168,scene_09,40,4088,17
scene_09_40_001169,scene_09,40,3437,14
scene_09_40_001170,scene_09,40,2952,11
scene_09_40_001171,scene_09,40,2864,14
scene_09_40_001172,scene_09,40,2792,15
scene_09_40_001173,scene_09,40,2545,18
scene_09_40_001174,scene_09,40,2555,9
scene_09_40_001175,scene_09,40,3060,12
scene_09_40_001176,scene_09,40,3436,12
scene_09_40_001177,scene_09,40,3375,9
scene_09_40_001178,scene_09,40,3385,9
scene_09_40_001179,scene_09,40,3381,11
scene_09_40_001180,scene_09,40,2664,13
scene_09_40_001181,scene_09,40,2185,8
scene_09_40_001182,scene_09,40,1731,9
scene_09_40_001183,scene_09,40,2166,10
scene_09_40_001184,scene_09,40,2702,14
scene_09_40_001185,scene_09,40,3275,16
scene_09_40_001186,scene_09,40,3664,12
scene_09_40_001187,scene_09,40,3642,13
scene_09_40_001188,scene_09,40,3682,16
scene_09_40_001189,scene_09,40,2863,13
scene_09_40_001190,scene_09,40,2244,13
scene_09_40_001191,scene_09,40,2296,14
scene_09_40_001192,scene_09,40,2374,10
scene_09_40_001193,scene_09,40,2472,11
scene_09_40_001194,scene_09,40,2621,9
scene_09_40_001195,scene_09,40,3237,15
scene_09_40_001196,scene_09,40,3716,18
scene_09_40_001197,scene_09,40,3766,15
scene_09_40_001198,scene_09,40,3733,16
scene_09_40_001199,scene_09,40,3208,14
scene_09_40_001200,scene_09,40,2542,13
scene_09_40_001201,scene_09,40,1960,13
scene_09_40_001202,scene_09,40,1578,12
scene_09_40_001203,scene_09,40,1322,14
scene_09_40_001204,scene_09,40,1635,14
scene_09_40_001205,scene_09,40,2059,21
scene_09_40_001206,scene_09,40,2162,19
scene_09_40_001207,scene_09,40,2232,17
scene_09_40_001208,scene_09,40,2100,14
scene_09_40_001209,scene_09,40,1660,9
scene_09_40_001210,scene_09,40,1583,11
scene_09_40_001211,scene_09,40,1686,11
scene_09_40_001212,scene_09,40,1883,11
scene_09_40_001213,scene_09,40,1846,10
scene_09_40_001214,scene_09,40,2292,14
scene_09_40_001215,scene_09,40,3326,13
scene_09_40_001216,scene_09,40,3319,15
scene_09_40_001217,scene_09,40,3431,11
scene_09_40_001218,scene_09,40,3241,12
scene_09_40_001219,scene_09,40,2870,16
scene_09_40_001220,scene_09,40,2146,11
scene_09_40_001221,scene_09,40,977,11
scene_09_40_001222,scene_09,40,949,6
scene_09_40_001223,scene_09,40,976,6
scene_09_40_001224,scene_09,40,1199,10
scene_09_40_001225,scene_09,40,1284,8
scene_09_40_001226,scene_09,40,1277,9
scene_09_40_001227,scene_09,40,1197,9
scene_09_50_000014,scene_09,50,1304,12
scene_09_50_000015,scene_09,50,3016,12
scene_09_50_000016,scene_09,50,3158,10
scene_09_50_000017,scene_09,50,2521,8
scene_09_50_000018,scene_09,50,3580,10
scene_09_50_000019,scene_09,50,3684,9
scene_09_50_000020,scene_09,50,3488,10
scene_09_50_000021,scene_09,50,3433,12
scene_09_50_000022,scene_09,50,1128,9
scene_09_50_000051,scene_09,50,1523,13
scene_09_50_000052,scene_09,50,3761,12
scene_09_50_000053,scene_09,50,3717,14
scene_09_50_000054,scene_09,50,3935,13
scene_09_50_000055,scene_09,50,3661,9
scene_09_50_000056,scene_09,50,3855,16
scene_09_50_000057,scene_09,50,3864,17
scene_09_50_000058,scene_09,50,3555,13
scene_09_50_000059,scene_09,50,3605,13
scene_09_50_000060,scene_09,50,1112,11
scene_09_50_000088,scene_09,50,1144,12
scene_09_50_000089,scene_09,50,2086,17
scene_09_50_000090,scene_09,50,3397,14
scene_09_50_000091,scene_09,50,4185,17
scene_09_50_000092,scene_09,50,3974,15
scene_09_50_000093,scene_09,50,4076,17
scene_09_50_000094,scene_09,50,3906,13
scene_09_50_000095,scene_09,50,4793,17
scene_09_50_000096,scene_09,50,4307,13
scene_09_50_000097,scene_09,50,4178,13
scene_09_50_000098,scene_09,50,1546,14
scene_09_50_000127,scene_09,50,1148,15
scene_09_50_000128,scene_09,50,4181,17
scene_09_50_000129,scene_09,50,4863,18
scene_09_50_000130,scene_09,50,4578,18
scene_09_50_000131,scene_09,50,5129,22
scene_09_50_000132,scene_09,50,5139,23
scene_09_50_000133,scene_09,50,4932,19
scene_09_50_000134,scene_09,50,4554,14
scene_09_50_000135,scene_09,50,2677,23
scene_09_50_000136,scene_09,50,827,9
scene_09_50_000163,scene_09,50,1122,6
scene_09_50_000164,scene_09,50,2943,18
scene_09_50_000165,scene_09,50,4421,13
scene_09_50_000166,scene_09,50,4424,18
scene_09_50_000167,scene_09,50,5056,17
scene_09_50_000168,scene_09,50,4407,15
scene_09_50_000169,scene_09,50,4157,18
scene_09_50_000170,scene_09,50,3811,16
scene_09_50_000171,scene_09,50,3797,19
scene_09_50_000172,scene_09,50,1196,10
scene_09_50_000201,scene_09,50,1043,6
scene_09_50_000202,scene_09,50,3306,14
scene_09_50_000203,scene_09,50,2962,12
scene_09_50_000204,scene_09,50,3366,13
scene_09_50_000205,scene_09,50,3587,16
scene_09_50_000206,scene_09,50,3351,13
scene_09_50_000207,scene_09,50,3259,12
scene_09_50_000208,scene_09,50,3159,10
scene_09_50_000209,scene_09,50,2673,11
scene_09_50_000210,scene_09,50,994,8
scene_09_50_000239,scene_09,50,959,5
scene_09_50_000240,scene_09,50,3078,12
scene_09_50_000241,scene_09,50,3097,6
scene_09_50_000242,scene_09,50,3029,8
scene_09_50_000243,scene_09,50,3088,11
scene_09_50_000244,scene_09,50,2345,8
scene_09_50_000245,scene_09,50,3077,11
scene_09_50_000246,scene_09,50,3018,9
scene_09_50_000247,scene_09,50,3117,9
scene_09_50_000248,scene_09,50,1645,12
scene_09_50_000249,scene_09,50,863,9
scene_09_50_000277,scene_09,50,1019,10
scene_09_50_000278,scene_09,50,3099,12
scene_09_50_000279,scene_09,50,3075,12
scene_09_50_000280,scene_09,50,3052,11
scene_09_50_000281,scene_09,50,3140,11
scene_09_50_000282,scene_09,50,3096,13
scene_09_50_000283,scene_09,50,3134,10
scene_09_50_000284,scene_09,50,3089,8
scene_09_50_000285,scene_09,50,3089,7
scene_09_50_000286,scene_09,50,3075,10
scene_09_50_000287,scene_09,50,1002,8
scene_09_50_000316,scene_09,50,1330,17
scene_09_50_000317,scene_09,50,3161,15
scene_09_50_000318,scene_09,50,3187,13
scene_09_50_000319,scene_09,50,3160,13
scene_09_50_000320,scene_09,50,3258,12
scene_09_50_000321,scene_09,50,3371,15
scene_09_50_000322,scene_09,50,3374,15
scene_09_50_000323,scene_09,50,3273,14
scene_09_50_000324,scene_09,50,3190,12
scene_09_50_000325,scene_09,50,3122,12
scene_09_50_000326,scene_09,50,1016,8
scene_09_50_000354,scene_09,50,1097,9
scene_09_50_000355,scene_09,50,3181,13
scene_09_50_000356,scene_09,50,3837,19
scene_09_50_000357,scene_09,50,3891,16
scene_09_50_000358,scene_09,50,4143,19
scene_09_50_000359,scene_09,50,4445,18
scene_09_50_000360,scene_09,50,4858,23
scene_09_50_000361,scene_09,50,4940,21
scene_09_50_000362,scene_09,50,4571,19
scene_09_50_000363,scene_09,50,4519,20
scene_09_50_000364,scene_09,50,2597,13
scene_09_50_000365,scene_09,50,953,5
scene_09_50_000393,scene_09,50,1595,18
scene_09_50_000394,scene_09,50,4657,21
scene_09_50_000395,scene_09,50,4712,19
scene_09_50_000396,scene_09,50,5058,25
scene_09_50_000397,scene_09,50,5047,17
scene_09_50_000398,scene_09,50,5018,19
scene_09_50_000399,scene_09,50,4940,20
scene_09_50_000400,scene_09,50,4929,19
scene_09_50_000401,scene_09,50,4547,15
scene_09_50_000402,scene_09,50,3982,17
scene_09_50_000403,scene_09,50,1136,9
scene_09_50_000431,scene_09,50,1405,12
scene_09_50_000432,scene_09,50,3441,14
scene_09_50_000433,scene_09,50,4275,13
scene_09_50_000434,scene_09,50,4630,14
scene_09_50_000435,scene_09,50,4659,17
scene_09_50_000436,scene_09,50,4472,17
scene_09_50_000437,scene_09,50,3974,16
scene_09_50_000438,scene_09,50,3936,16
scene_09_50_000439,scene_09,50,3595,20
scene_09_50_000440,scene_09,50,3570,16
scene_09_50_000441,scene_09,50,1297,11
scene_09_50_000469,scene_09,50,1251,11
scene_09_50_000470,scene_09,50,3162,14
scene_09_50_000471,scene_09,50,3507,16
scene_09_50_000472,scene_09,50,3904,17
scene_09_50_000473,scene_09,50,3863,12
scene_09_50_000474,scene_09,50,3915,15
scene_09_50_000475,scene_09,50,3840,11
scene_09_50_000476,scene_09,50,3848,15
scene_09_50_000477,scene_09,50,3728,13
scene_09_50_000478,scene_09,50,3454,14
scene_09_50_000479,scene_09,50,1492,18
scene_09_50_000507,scene_09,50,1246,12
scene_09_50_000508,scene_09,50,3465,13
scene_09_50_000509,scene_09,50,3456,11
scene_09_50_000510,scene_09,50,3694,14
scene_09_50_000511,scene_09,50,3651,11
scene_09_50_000512,scene_09,50,3658,9
scene_09_50_000513,scene_09,50,3180,8
scene_09_50_000679,scene_09,50,922,8
scene_09_50_000680,scene_09,50,1012,6
scene_09_50_000681,scene_09,50,1032,10
scene_09_50_000682,scene_09,50,944,8
scene_09_50_000683,scene_09,50,852,9
scene_09_50_000698,scene_09,50,1093,17
scene_09_50_000699,scene_09,50,1351,19
scene_09_50_000700,scene_09,50,1793,15
scene_09_50_000701,scene_09,50,1943,16
scene_09_50_000702,scene_09,50,2041,16
scene_09_50_000703,scene_09,50,1705,16
scene_09_50_000704,scene_09,50,1479,10
scene_09_50_000705,scene_09,50,1499,9
scene_09_50_000706,scene_09,50,1573,8
scene_09_50_000707,scene_09,50,1604,10
scene_09_50_000708,scene_09,50,1812,11
scene_09_50_000709,scene_09,50,2371,14
scene_09_50_000710,scene_09,50,2959,15
scene_09_50_000711,scene_09,50,3056,10
scene_09_50_000712,scene_09,50,3065,15
scene_09_50_000713,scene_09,50,2645,10
scene_09_50_000714,scene_09,50,2327,12
scene_09_50_000715,scene_09,50,2213,11
scene_09_50_000716,scene_09,50,2519,10
scene_09_50_000717,scene_09,50,3067,12
scene_09_50_000718,scene_09,50,3645,13
scene_09_50_000719,scene_09,50,3649,15
scene_09_50_000720,scene_09,50,3711,16
scene_09_50_000721,scene_09,50,3011,18
scene_09_50_000722,scene_09,50,2358,13
scene_09_50_000723,scene_09,50,2308,13
scene_09_50_000724,scene_09,50,2412,13
scene_09_50_000725,scene_09,50,2529,13
scene_09_50_000726,scene_09,50,2676,12
scene_09_50_000727,scene_09,50,3360,13
scene_09_50_000728,scene_09,50,3747,14
scene_09_50_000729,scene_09,50,3713,17
scene_09_50_000730,scene_09,50,3741,16
scene_09_50_000731,scene_09,50,3018,15
scene_09_50_000732,scene_09,50,2420,14
scene_09_50_000733,scene_09,50,1753,12
scene_09_50_000734,scene_09,50,1629,13
scene_09_50_000735,scene_09,50,2243,15
scene_09_50_000736,scene_09,50,2706,12
scene_09_50_000737,scene_09,50,3757,20
scene_09_50_000738,scene_09,50,3966,20
scene_09_50_000739,scene_09,50,4095,18
scene_09_50_000740,scene_09,50,3927,25
scene_09_50_000741,scene_09,50,3179,12
scene_09_50_000742,scene_09,50,2816,15
scene_09_50_000743,scene_09,50,2695,10
scene_09_50_000744,scene_09,50,2727,14
scene_09_50_000745,scene_09,50,2320,16
scene_09_50_000746,scene_09,50,2849,14
scene_09_50_000747,scene_09,50,3466,10
scene_09_50_000748,scene_09,50,3359,15
scene_09_50_000749,scene_09,50,3390,9
scene_09_50_000750,scene_09,50,2942,12
scene_09_50_000751,scene_09,50,2386,10
scene_09_50_000752,scene_09,50,1986,10
scene_09_50_000753,scene_09,50,1907,12
scene_09_50_000754,scene_09,50,2531,10
scene_09_50_000755,scene_09,50,3059,12
scene_09_50_000756,scene_09,50,3134,12
scene_09_50_000757,scene_09,50,3120,15
scene_09_50_000758,scene_09,50,3134,11
scene_09_50_000759,scene_09,50,2671,15
scene_09_50_000760,scene_09,50,2463,13
scene_09_50_000761,scene_09,50,2753,13
scene_09_50_000762,scene_09,50,2804,13
scene_09_50_000763,scene_09,50,2935,15
scene_09_50_000764,scene_09,50,3417,14
scene_09_50_000765,scene_09,50,3899,11
scene_09_50_000766,scene_09,50,3906,16
scene_09_50_000767,scene_09,50,3742,15
scene_09_50_000768,scene_09,50,3264,12
scene_09_50_000769,scene_09,50,2337,10
scene_09_50_000770,scene_09,50,1595,9
scene_09_50_000771,scene_09,50,1306,7
scene_09_50_000772,scene_09,50,1685,9
scene_09_50_000773,scene_09,50,2265,8
scene_09_50_000774,scene_09,50,3229,13
scene_09_50_000775,scene_09,50,3713,15
scene_09_50_000776,scene_09,50,3818,14
scene_09_50_000777,scene_09,50,2909,17
scene_09_50_000778,scene_09,50,2764,13
scene_09_50_000779,scene_09,50,2778,11
scene_09_50_000780,scene_09,50,2421,15
scene_09_50_000781,scene_09,50,2726,13
scene_09_50_000782,scene_09,50,3164,14
scene_09_50_000783,scene_09,50,3055,10
scene_09_50_000784,scene_09,50,3135,10
scene_09_50_000785,scene_09,50,2994,13
scene_09_50_000786,scene_09,50,2407,10
scene_09_50_000787,scene_09,50,1923,9
scene_09_50_000788,scene_09,50,3136,10
scene_09_50_000789,scene_09,50,3082,7
scene_09_50_000790,scene_09,50,3074,10
scene_09_50_000791,scene_09,50,3100,9
scene_09_50_000792,scene_09,50,1021,5
scene_09_50_000821,scene_09,50,892,5
scene_09_50_000822,scene_09,50,2156,8
scene_09_50_000823,scene_09,50,3125,9
scene_09_50_000824,scene_09,50,3061,13
scene_09_50_000825,scene_09,50,3100,11
scene_09_50_000826,scene_09,50,3151,14
scene_09_50_000827,scene_09,50,3199,14
scene_09_50_000828,scene_09,50,3166,16
scene_09_50_000829,scene_09,50,3151,18
scene_09_50_000830,scene_09,50,3144,18
scene_09_50_000831,scene_09,50,1013,9
scene_09_50_000860,scene_09,50,1011,7
scene_09_50_000861,scene_09,50,3141,15
scene_09_50_000862,scene_09,50,3224,13
scene_09_50_000863,scene_09,50,3319,18
scene_09_50_000864,scene_09,50,3354,14
scene_09_50_000865,scene_09,50,3415,19
scene_09_50_000866,scene_09,50,3869,18
scene_09_50_000867,scene_09,50,3819,17
scene_09_50_000868,scene_09,50,3648,16
scene_09_50_000869,scene_09,50,3601,21
scene_09_50_000870,scene_09,50,1186,6
scene_09_50_000899,scene_09,50,1372,20
scene_09_50_000900,scene_09,50,4422,17
scene_09_50_000901,scene_09,50,4461,18
scene_09_50_000902,scene_09,50,4816,22
scene_09_50_000903,scene_09,50,4888,19
scene_09_50_000904,scene_09,50,5072,22
scene_09_50_000905,scene_09,50,5064,20
scene_09_50_000906,scene_09,50,4990,23
scene_09_50_000907,scene_09,50,4702,14
scene_09_50_000908,scene_09,50,2968,20
scene_09_50_000909,scene_09,50,1046,6
scene_09_50_000937,scene_09,50,1179,5
scene_09_50_000938,scene_09,50,4596,21
scene_09_50_000939,scene_09,50,4563,17
scene_09_50_000940,scene_09,50,4977,21
scene_09_50_000941,scene_09,50,4934,20
scene_09_50_000942,scene_09,50,4958,20
scene_09_50_000943,scene_09,50,4784,20
scene_09_50_000944,scene_09,50,4841,17
scene_09_50_000945,scene_09,50,4445,14
scene_09_50_000946,scene_09,50,4462,19
scene_09_50_000947,scene_09,50,1542,10
scene_09_50_000975,scene_09,50,1248,11
scene_09_50_000976,scene_09,50,2670,18
scene_09_50_000977,scene_09,50,3701,12
scene_09_50_000978,scene_09,50,3932,19
scene_09_50_000979,scene_09,50,3973,20
scene_09_50_000980,scene_09,50,3878,17
scene_09_50_000981,scene_09,50,3915,16
scene_09_50_000982,scene_09,50,3918,16
scene_09_50_000983,scene_09,50,3563,13
scene_09_50_000984,scene_09,50,3573,14
scene_09_50_000985,scene_09,50,1182,14
scene_09_50_001013,scene_09,50,1084,13
scene_09_50_001014,scene_09,50,2135,15
scene_09_50_001015,scene_09,50,3499,13
scene_09_50_001016,scene_09,50,3738,16
scene_09_50_001017,scene_09,50,3830,13
scene_09_50_001018,scene_09,50,3797,11
scene_09_50_001019,scene_09,50,3694,13
scene_09_50_001020,scene_09,50,3690,14
scene_09_50_001021,scene_09,50,3490,9
scene_09_50_001022,scene_09,50,3485,9
scene_09_50_001023,scene_09,50,1167,12
scene_09_50_001051,scene_09,50,1136,13
scene_09_50_001052,scene_09,50,2236,11
scene_09_50_001053,scene_09,50,3189,9
scene_09_50_001054,scene_09,50,3331,8
scene_09_50_001055,scene_09,50,3321,10
scene_09_50_001056,scene_09,50,2783,15
scene_09_50_001057,scene_09,50,2449,13
scene_09_50_001058,scene_09,50,2708,12
scene_09_50_001059,scene_09,50,3167,15
scene_09_50_001060,scene_09,50,3107,12
scene_09_50_001061,scene_09,50,3117,11
scene_09_50_001062,scene_09,50,3099,14
scene_09_50_001063,scene_09,50,2486,10
scene_09_50_001064,scene_09,50,1924,9
scene_09_50_001065,scene_09,50,1542,9
scene_09_50_001066,scene_09,50,1906,8
scene_09_50_001067,scene_09,50,2348,11
scene_09_50_001068,scene_09,50,3020,11
scene_09_50_001069,scene_09,50,3161,8
scene_09_50_001070,scene_09,50,3120,12
scene_09_50_001071,scene_09,50,3179,15
scene_09_50_001072,scene_09,50,2710,12
scene_09_50_001073,scene_09,50,2446,13
scene_09_50_001074,scene_09,50,2765,16
scene_09_50_001075,scene_09,50,2790,14
scene_09_50_001076,scene_09,50,2924,12
scene_09_50_001077,scene_09,50,3375,16
scene_09_50_001078,scene_09,50,3842,13
scene_09_50_001079,scene_09,50,3832,16
scene_09_50_001080,scene_09,50,3695,16
scene_09_50_001081,scene_09,50,3135,13
scene_09_50_001082,scene_09,50,2246,10
scene_09_50_001083,scene_09,50,1613,10
scene_09_50_001084,scene_09,50,1750,12
scene_09_50_001085,scene_09,50,2318,13
scene_09_50_001086,scene_09,50,2882,12
scene_09_50_001087,scene_09,50,3889,18
scene_09_50_001088,scene_09,50,4105,16
scene_09_50_001089,scene_09,50,4131,19
scene_09_50_001090,scene_09,50,3735,16
scene_09_50_001091,scene_09,50,3076,13
scene_09_50_001092,scene_09,50,2903,14
scene_09_50_001093,scene_09,50,2752,20
scene_09_50_001094,scene_09,50,2539,15
scene_09_50_001095,scene_09,50,2465,12
scene_09_50_001096,scene_09,50,2981,16
scene_09_50_001097,scene_09,50,3464,11
scene_09_50_001098,scene_09,50,3388,12
scene_09_50_001099,scene_09,50,3372,15
scene_09_50_001100,scene_09,50,2923,12
scene_09_50_001101,scene_09,50,2291,7
scene_09_50_001102,scene_09,50,1872,8
scene_09_50_001103,scene_09,50,2124,9
scene_09_50_001104,scene_09,50,2594,11
scene_09_50_001105,scene_09,50,3212,11
scene_09_50_001106,scene_09,50,3573,13
scene_09_50_001107,scene_09,50,3583,13
scene_09_50_001108,scene_09,50,3640,12
scene_09_50_001109,scene_09,50,2786,10
scene_09_50_001110,scene_09,50,2205,12
scene_09_50_001111,scene_09,50,2408,11
scene_09_50_001112,scene_09,50,2315,13
scene_09_50_001113,scene_09,50,2463,11
scene_09_50_001114,scene_09,50,2802,11
scene_09_50_001115,scene_09,50,3516,14
scene_09_50_001116,scene_09,50,3736,19
scene_09_50_001117,scene_09,50,3752,18
scene_09_50_001118,scene_09,50,3490,16
scene_09_50_001119,scene_09,50,2671,12
scene_09_50_001120,scene_09,50,2015,11
scene_09_50_001121,scene_09,50,1707,9
scene_09_50_001122,scene_09,50,1735,11
scene_09_50_001123,scene_09,50,2070,11
scene_09_50_001124,scene_09,50,2647,14
scene_09_50_001125,scene_09,50,3041,14
scene_09_50_001126,scene_09,50,3143,14
scene_09_50_001127,scene_09,50,3122,17
scene_09_50_001128,scene_09,50,2458,13
scene_09_50_001129,scene_09,50,2184,10
scene_09_50_001130,scene_09,50,2159,16
scene_09_50_001131,scene_09,50,2316,14
scene_09_50_001132,scene_09,50,2226,11
scene_09_50_001133,scene_09,50,2730,10
scene_09_50_001134,scene_09,50,3716,15
scene_09_50_001135,scene_09,50,3665,11
scene_09_50_001136,scene_09,50,3647,14
scene_09_50_001137,scene_09,50,3335,15
scene_09_50_001138,scene_09,50,2760,14
scene_09_50_001139,scene_09,50,2205,11
scene_09_50_001140,scene_09,50,877,6
scene_09_50_001141,scene_09,50,963,7
scene_09_50_001142,scene_09,50,1089,6
scene_09_50_001143,scene_09,50,1273,8
scene_09_50_001144,scene_09,50,1261,9
scene_09_50_001145,scene_09,50,1269,8
scene_09_50_001153,scene_09,50,1032,12
scene_09_50_001154,scene_09,50,1028,14
scene_09_50_001155,scene_09,50,984,16
